,value,outlier
0,1.6901344834244034,0.0
1,1.9706131907753854,0.0
2,2.1136753480703385,0.0
3,1.9643166181786063,0.0
4,2.3474455153256546,0.0
5,2.224731131230505,0.0
6,1.802402885078667,0.0
7,2.3065324799561946,0.0
8,2.261767181189738,0.0
9,2.5254661586455995,0.0
10,2.1899926556002445,0.0
11,2.573920689138914,0.0
12,2.5080743661436444,0.0
13,2.4202349155819864,0.0
14,2.3730549526662332,0.0
15,2.829589672452471,0.0
16,2.553317953660447,0.0
17,2.9072762907625114,0.0
18,2.48108448718841,0.0
19,2.5147549117750674,0.0
20,2.945968796327445,0.0
21,2.6849285039009336,0.0
22,3.1109366451964044,0.0
23,2.8551913578631325,0.0
24,2.911175010960502,0.0
25,2.715720423937146,0.0
26,2.7945849040117103,0.0
27,2.7943899508913126,0.0
28,2.9314929501565237,0.0
29,3.2804478265372214,0.0
30,3.396498941985782,0.0
31,3.081691952067772,0.0
32,3.3617309910902033,0.0
33,3.311132250746713,0.0
34,3.5467810110349514,0.0
35,3.2865252903364284,0.0
36,3.5065937114049883,0.0
37,3.3939115217409883,0.0
38,3.544445637369106,0.0
39,3.373477005364,0.0
40,3.816238031722279,0.0
41,3.373113504244944,0.0
42,3.937409265008726,0.0
43,3.6770555919715244,0.0
44,3.497715778448012,0.0
45,3.5192665755849157,0.0
46,4.010135391908442,0.0
47,3.900569448329708,0.0
48,4.024555003433607,0.0
49,3.951467611144639,0.0
50,3.910927238979934,0.0
51,3.974096758299804,0.0
52,3.9042933844833074,0.0
53,4.297428850857402,0.0
54,4.044012300194928,0.0
55,4.283889375230576,0.0
56,4.328102384510711,0.0
57,4.185613283945572,0.0
58,3.811875062290478,0.0
59,3.998148520360181,0.0
60,4.0479326815345145,0.0
61,3.934295623740136,0.0
62,4.235371950255942,0.0
63,3.921912721900394,0.0
64,4.04143134356757,0.0
65,4.434903969338476,0.0
66,4.030119943980343,0.0
67,4.119671882824357,0.0
68,4.3193251659765695,0.0
69,4.001035853199691,0.0
70,4.358088659779028,0.0
71,4.161513611883226,0.0
72,4.211058591079591,0.0
73,4.439864887279578,0.0
74,4.037338502958206,0.0
75,4.524365402659343,0.0
76,4.5010068438471045,0.0
77,4.233669539840068,0.0
78,4.570145036400033,0.0
79,4.509753464747854,0.0
80,4.10176193154039,0.0
81,4.426576446625494,0.0
82,4.284089667867692,0.0
83,4.420715249744783,0.0
84,4.629155919743779,0.0
85,4.3419447589611595,0.0
86,4.170418115438166,0.0
87,4.393980917283559,0.0
88,4.032929411433348,0.0
89,4.320064356275394,0.0
90,4.098595416492322,0.0
91,4.505774095074104,0.0
92,4.252839892449797,0.0
93,4.189712818753597,0.0
94,4.320710695147534,0.0
95,3.966959034263798,0.0
96,4.346104362905568,0.0
97,4.35770170199957,0.0
98,3.949202883378205,0.0
99,4.3233835466752275,0.0
100,4.2583500822089855,0.0
101,3.8166774651601445,0.0
102,3.8016986490981055,0.0
103,3.7852668776133545,0.0
104,3.7837424666932464,0.0
105,4.095128960242027,0.0
106,4.244614800846836,0.0
107,3.7177596085256917,0.0
108,4.141725766083324,0.0
109,3.6153994772137397,0.0
110,3.953427182298265,0.0
111,3.924720688050189,0.0
112,4.096476621022721,0.0
113,3.7881979230631746,0.0
114,3.9682215116534314,0.0
115,3.9406126051147736,0.0
116,3.853745193908947,0.0
117,3.5216088565701105,0.0
118,3.812290612345922,0.0
119,3.293950228924311,0.0
120,3.591625846086886,0.0
121,3.793304518279486,0.0
122,3.1574457745923437,0.0
123,3.4143419128668624,0.0
124,3.2456617105474703,0.0
125,3.2390616463856983,0.0
126,3.537645653266713,0.0
127,3.2172537572074305,0.0
128,2.932296860008845,0.0
129,2.9657136062541807,0.0
130,2.8739175044007332,0.0
131,3.161436077526452,0.0
132,3.02333999282271,0.0
133,3.017076800305223,0.0
134,3.2283219665121807,0.0
135,2.938604412112999,0.0
136,2.8348317227239246,0.0
137,2.6745876662602877,0.0
138,2.4671106055309897,0.0
139,2.61209244183396,0.0
140,2.4050652042283285,0.0
141,2.444960122387329,0.0
142,2.723133249049359,0.0
143,2.3391195721913745,0.0
144,2.3132752827277403,0.0
145,2.3449859988226787,0.0
146,2.6490861850483753,0.0
147,2.146952855275221,0.0
148,2.1667790488680425,0.0
149,2.1180450645469833,0.0
150,2.4589001273727016,0.0
151,2.352273400937338,0.0
152,1.9599104722833107,0.0
153,2.0605190630842083,0.0
154,1.7617933076631007,0.0
155,1.818482199579803,0.0
156,2.054251639787467,0.0
157,1.9538627826423651,0.0
158,1.5524427808240664,0.0
159,1.750073295608832,0.0
160,1.7294727953845432,0.0
161,1.3853459893479994,0.0
162,1.6050788959551194,0.0
163,1.2870025857715692,0.0
164,1.3950993936987115,0.0
165,1.1876280440744162,0.0
166,1.1878216143701112,0.0
167,1.5657688197239015,0.0
168,1.0994046165555464,0.0
169,1.110598916575898,0.0
170,1.29376383225555,0.0
171,1.105102619404223,0.0
172,1.123929257885909,0.0
173,1.368206875584161,0.0
174,0.9340702030290531,0.0
175,0.7604127303131799,0.0
176,1.1553691674216418,0.0
177,0.55668895334153,0.0
178,0.6356680953279478,0.0
179,0.7059678201691812,0.0
180,1.0499322656773717,0.0
181,0.9291090050051279,0.0
182,0.4189994849186693,0.0
183,0.3502512099504633,0.0
184,0.4589706565273126,0.0
185,0.5009134300016871,0.0
186,0.14799157871827986,0.0
187,0.1093436115041478,0.0
188,0.11539237666781044,0.0
189,0.6684358833631406,0.0
190,0.19976809905415224,0.0
191,0.3670740231019634,0.0
192,0.3636711121051524,0.0
193,0.36773117707500036,0.0
194,0.35069744723853025,0.0
195,0.018461491182023032,0.0
196,-0.01273972108829971,-0.0
197,0.11770604051339983,0.0
198,0.09055261882881788,0.0
199,-0.35513138115311316,-0.0
200,0.24238629002447387,0.0
201,-0.14804760125263733,-0.0
202,0.011749747107944242,0.0
203,-0.28946533282265785,-0.0
204,0.03905941707310456,0.0
205,-0.14935510102286914,-0.0
206,-0.25893872930701,-0.0
207,-0.1756932616237324,-0.0
208,-0.32981315426907815,-0.0
209,-0.43296639290606054,-0.0
210,-0.28835761439767044,-0.0
211,-0.4826438598484234,-0.0
212,-0.16246676814983818,-0.0
213,-0.4862903308423064,-0.0
